"","LENGTH","AGE","INDWT"
"27573","41","2",NA
"27574","46","3",NA
"27575","47","3",NA
"27576","57","4",NA
"27577","40","2",NA
"27578","40","2",NA
"27579","64","5",NA
"27580","43","3",NA
"27581","41","2",NA
"27582","42","3",NA
"27583","40","2",NA
"27584","43","3",NA
"27585","45","2",NA
"27586","37","2",NA
"27587","39","2",NA
"27588","35","2",NA
"27589","36","2",NA
"27590","49","3",NA
"27591","49","3",NA
"27592","35","2",NA
"27593","37","2",NA
"27594","44","3",NA
"27595","42","2",NA
"27596","47","3",NA
"27597","44","2",NA
"27598","50","3",NA
"27599","63","4",NA
"27600","43","2",NA
"27601","45","2",NA
"27602","41","2",NA
"27603","65","4",NA
"27604","42","2",NA
"27605","41","2",NA
"27606","29","1",NA
"27607","32","1",NA
"27608","30","2",NA
"27609","44","3",NA
"27610","43","3",NA
"27611","43","2",NA
"27612","30","1",NA
"27613","34","1",NA
"27614","48","3",NA
"27615","39","2",NA
"27616","41","2",NA
"27617","61","4",NA
"27618","41","2",NA
"27619","41","2",NA
"27620","38","3",NA
"27621","43","2",NA
"27622","41","2",NA
"27623","47","3",NA
"27624","39","2",NA
"27625","39","2",NA
"27626","39","2",NA
"27627","69","4",NA
"27628","88","7",NA
"27629","81","5",NA
"27630","53","4",NA
"27631","42","3",NA
"27632","37","2",NA
"27633","39","2",NA
"27634","44","3",NA
"27635","50","3",NA
"27636","64","4",NA
"27637","54","3",NA
"27638","51","3",NA
"27639","73","5",NA
"27640","61","4",NA
"27641","47","3",NA
"27642","40","2",NA
"27643","69","4",NA
"27644","34","1",NA
"27645","21","1",NA
"27646","83","7",NA
"27647","27","1",NA
"27648","44","2",NA
"27649","26","1",NA
"27650","25","1",NA
"27651","33","2",NA
"27652","34","1",NA
"27653","63","4",NA
"27654","63","4",NA
"27655","75","5",NA
"27656","71","5",NA
"27657","86","6",NA
"27658","53","3",NA
"27659","38","2",NA
"27660","42","2",NA
"27661","38","2",NA
"27662","40","2",NA
"27663","39","2",NA
"27664","41","2",NA
"27665","42","2",NA
"27666","75","5",NA
"27667","36","2",NA
"27668","61","4",NA
"27669","61","4",NA
"27670","46","3",NA
"27671","46","3",NA
"27672","56","4",NA
"27673","60","3",NA
"27674","48","3",NA
"27675","56","3",NA
"27676","63","4",NA
"27677","41","2",NA
"27678","51","3",NA
"27679","41","3",NA
"27680","59","4",NA
"27681","44","2",NA
"27682","63","4",NA
"27683","46","3",NA
"27684","47","3",NA
"27685","47","3",NA
"27686","43","2",NA
"27687","39","2",NA
"27688","39","2",NA
"27689","38","2",NA
"27690","35","2",NA
"27691","34","2",NA
"27692","57","3",NA
"27693","40","2",NA
"27694","36","3",NA
"27695","42","3",NA
"27696","47","3",NA
"27697","46","3",NA
"27698","61","4",NA
"27699","51","3",NA
"27700","69","5",NA
"27701","60","4",NA
"27702","44","3",NA
"27703","47","3",NA
"27704","40","3",NA
"27705","39","3",NA
"27706","38","2",NA
"27707","48","3",NA
"27708","42","2",NA
"27709","49","3",NA
"27710","37","2",NA
"27711","47","3",NA
"27712","42","3",NA
"27713","59","4",NA
"27714","41","2",NA
"27715","50","3",NA
"27716","39","2",NA
"27717","57","4",NA
"27718","47","3",NA
"27719","44","3",NA
"27720","47","3",NA
"27721","44","3",NA
"27722","46","3",NA
"27723","45","3",NA
"27724","42","3",NA
"27725","48","3",NA
"27726","41","2",NA
"27727","44","2",NA
"27728","85","6",NA
"27729","61","4",NA
"27730","42","2",NA
"27731","43","2",NA
"27732","39","2",NA
"27733","42","2",NA
"27734","42","2",NA
"27735","50","3",NA
"27736","50","3",NA
"27737","50","3",NA
"27738","47","2",NA
"27739","47","3",NA
"27740","61","4",NA
"27741","41","2",NA
"27742","41","3",NA
"27743","45","2",NA
"27744","51","3",NA
"27745","45","3",NA
"27746","49","3",NA
"27747","59","4",NA
"27748","40","2",NA
"27749","49","3",NA
"27750","42","2",NA
"27751","35","2",NA
"27752","38","2",NA
"27753","34","2",NA
"27754","35","2",NA
"27755","35","2",NA
"27756","38","2",NA
"27757","43","2",NA
"27758","42","2",NA
"27759","38","2",NA
"27760","39","2",NA
"27761","50","3",NA
"27762","33","2",NA
"27763","96","9",NA
"27764","36","2",NA
"27765","37","2",NA
"27766","41","2",NA
"27767","44","3",NA
"27768","48","3",NA
"27769","43","2",NA
"27770","61","4",NA
"27771","40","3",NA
"27772","42","3",NA
"27773","52","3",NA
"27774","62","4",NA
"27775","41","2",NA
"27776","47","3",NA
"27777","49","3",NA
"27778","36","2",NA
"27779","38","2",NA
"27780","43","2",NA
"27781","50","3",NA
"27782","41","2",NA
"27783","65","4",NA
"27784","21","1",NA
"27785","25","1",NA
"27786","69","5",NA
"27787","38","2",NA
"27788","52","3",NA
"27789","56","3",NA
"27790","41","3",NA
"27791","76","5",NA
"27792","57","3",NA
"27793","60","4",NA
"27794","72","5",NA
"27795","66","4",NA
"27796","41","3",NA
"27797","73","5",NA
"27798","44","2",NA
"27799","63","4",NA
"27800","41","2",NA
"27801","64","4",NA
"27802","79","7",NA
"27803","46","3",NA
"27804","69","4",NA
"27805","51","3",NA
"27806","38","2",NA
"27807","44","3",NA
"27808","80","6",NA
"27809","45","3",NA
"27810","49","4",NA
"27811","49","3",NA
"27812","44","3",NA
"27813","63","3",NA
"27814","64","4",NA
"27815","72","5",NA
"27816","71","5",NA
"27817","71","5",NA
"27818","61","4",NA
"27819","40","2",NA
"27820","86","7",NA
"27821","78","5",NA
"27822","55","4",NA
"27823","54","4",NA
"27824","45","3",NA
"27825","71","5",NA
"27826","44","3",NA
"27827","47","3",NA
"27828","43","3",NA
"27829","50","4",NA
"27830","41","2",NA
"27831","46","3",NA
"27832","76","5",NA
"27833","80","6",NA
"27834","42","3",NA
"27835","78","5",NA
"27836","42","3",NA
"27837","40","2",NA
"27838","37","2",NA
"27839","47","3",NA
"27840","49","3",NA
"27841","75","7",NA
"27842","63","5",NA
"27843","105","9",NA
"27844","96","8",NA
"27845","65","5",NA
"27846","64","5",NA
"27847","61","4",NA
"27848","67","5",NA
"27849","65","5",NA
"27850","62","5",NA
"27851","63","5",NA
"27852","62","5",NA
"27853","66","5",NA
"27854","103","9",NA
"27855","77","6",NA
"27856","119","10",NA
"27857","79","6",NA
"27858","61","4",NA
"27859","67","5",NA
"27860","63","5",NA
"27861","69","5",NA
"27862","62","4",NA
"27863","73","5",NA
"27864","64","4",NA
"27865","79","6",NA
"27866","67","5",NA
"27867","114","10",NA
"27868","65","5",NA
"27869","35","3",NA
"27870","45","3",NA
"27871","44","3",NA
"27872","43","3",NA
"27873","31","2",NA
"27874","32","2",NA
"27875","26","2",NA
"27876","27","2",NA
"27877","25","2",NA
"27878","42","3",NA
"27879","26","2",NA
"27880","23","2",NA
"27881","32","2",NA
"27882","24","2",NA
"27883","29","2",NA
"27884","30","2",NA
"27885","39","3",NA
"27886","31","2",NA
"27887","29","2",NA
"27888","31","2",NA
"27889","29","2",NA
"27890","29","2",NA
"27891","31","2",NA
"27892","32","2",NA
"27893","46","3",NA
"27894","31","2",NA
"27895","30","3",NA
"27896","38","3",NA
"27897","26","2",NA
"27898","55","4",NA
"27899","29","2",NA
"27900","48","3",NA
"27901","44","3",NA
"27902","31","2",NA
"27903","50","3",NA
"27904","45","4",NA
"27905","28","2",NA
"27906","41","3",NA
"27907","64","4",NA
"27908","47","3",NA
"27909","46","3",NA
"27910","42","3",NA
"27911","59","4",NA
"27912","53","4",NA
"27913","25","2",NA
"27914","28","2",NA
"27915","31","2",NA
"27916","29","2",NA
"27917","27","2",NA
"27918","39","3",NA
"27919","29","2",NA
"27920","27","2",NA
"27921","30","2",NA
"27922","32","2",NA
"27923","50","4",NA
"27924","33","2",NA
"27925","42","3",NA
"27926","48","4",NA
"27927","59","4",NA
"27928","49","3",NA
"27929","41","3",NA
"27930","30","2",NA
"27931","59","5",NA
"27932","43","3",NA
"27933","27","2",NA
"27934","24","2",NA
"27935","66","5",NA
"27936","67","4",NA
"27937","51","4",NA
"27938","44","3",NA
"27939","24","1",NA
"27940","30","2",NA
"27941","75","6",NA
"27942","51","4",NA
"27943","54","4",NA
"27944","41","3",NA
"27945","44","3",NA
"27946","46","3",NA
"27947","50","4",NA
"27948","41","3",NA
"27949","59","4",NA
"27950","51","3",NA
"27951","60","4",NA
"27952","35","3",NA
"27953","52","4",NA
"27954","41","3",NA
"27955","43","3",NA
"27956","46","4",NA
"27957","34","2",NA
"27958","29","2",NA
"27959","31","2",NA
"27960","28","2",NA
"27961","29","2",NA
"27962","44","3",NA
"27963","37","3",NA
"27964","29","2",NA
"27965","41","3",NA
"27966","38","3",NA
"27967","28","2",NA
"27968","44","3",NA
"27969","61","4",NA
"27970","47","4",NA
"27971","43","4",NA
"27972","47","4",NA
"27973","54","4",NA
"27974","51","4",NA
"27975","61","4",NA
"27976","34","3",NA
"27977","40","3",NA
"27978","41","3",NA
"27979","43","3",NA
"27980","45","3",NA
"27981","36","2",NA
"27982","31","2",NA
"27983","41","3",NA
"27984","54","4",NA
"27985","28","2",NA
"27986","31","2",NA
"27987","49","4",NA
"27988","57","4",NA
"27989","61","4",NA
"27990","22","1",NA
"27991","47","4",NA
"27992","29","2",NA
"27993","25","2",NA
"27994","29","2",NA
"27995","30","2",NA
"27996","30","3",NA
"27997","43","3",NA
"27998","44","3",NA
"27999","28","2",NA
"28000","31","2",NA
"28001","50","4",NA
"28002","50","4",NA
"28003","52","4",NA
"28004","53","4",NA
"28005","54","4",NA
"28006","55","4",NA
"28007","55","4",NA
"28008","56","4",NA
"28009","56","4",NA
"28010","57","4",NA
"28011","58","4",NA
"28012","58","4",NA
"28013","58","4",NA
"28014","59","4",NA
"28015","60","4",NA
"28016","60","4",NA
"28017","61","4",NA
"28018","62","4",NA
"28019","42","4",NA
"28020","71","5",NA
"28021","70","5",NA
"28022","40","3",NA
"28023","42","3",NA
"28024","31","2",NA
"28025","41","3",NA
"28026","43","3",NA
"28027","32","2",NA
"28028","43","3",NA
"28029","44","3",NA
"28030","61","4",NA
"28031","63","4",NA
"28032","58","4",NA
"28033","25","2",NA
"28034","31","2",NA
"28035","38","3",NA
"28036","48","4",NA
"28037","30","2",NA
"28038","44","3",NA
"28039","45","3",NA
"28040","46","4",NA
"28041","38","3",NA
"28042","53","4",NA
"28043","44","3",NA
"28044","47","3",NA
"28045","37","3",NA
"28046","59","4",NA
"28047","27","2",NA
"28048","28","2",NA
"28049","30","2",NA
"28050","36","3",NA
"28051","43","3",NA
"28052","44","3",NA
"28053","42","3",NA
"28054","32","2",NA
"28055","32","2",NA
"28056","29","2",NA
"28057","37","3",NA
"28058","38","3",NA
"28059","27","2",NA
"28060","31","2",NA
"28061","32","3",NA
"28062","39","3",NA
"28063","65","5",NA
"28064","70","6",NA
"28065","56","4",NA
"28066","79","6",NA
"28067","54","4",NA
"28068","57","4",NA
"28069","43","3",NA
"28070","64","5",NA
"28071","42","3",NA
"28072","60","4",NA
"28073","52","4",NA
"28074","81","6",NA
"28075","82","7",NA
"28076","61","4",NA
"28077","58","4",NA
"28078","53","4",NA
"28079","44","3",NA
"28080","88","7",NA
"28081","48","4",NA
"28082","46","3",NA
"28083","60","4",NA
"28084","40","3",NA
"28085","78","6",NA
"28086","71","5",NA
"28087","91","8",NA
"28088","34","3",NA
"28089","51","4",NA
"28090","50","4",NA
"28091","39","4",NA
"28092","63","4",NA
"28093","44","3",NA
"28094","43","3",NA
"28095","32","3",NA
"28096","47","3",NA
"28097","67","4",NA
"28098","47","3",NA
"28099","47","3",NA
"28100","32","2",NA
"28101","61","4",NA
"28102","61","4",NA
"28103","43","3",NA
"28104","45","3",NA
"28105","52","3",NA
"28106","67","5",NA
"28107","77","5",NA
"28108","46","3",NA
"28109","67","5",NA
"28110","60","4",NA
"28111","97","8",NA
"28112","50","4",NA
"28113","38","4",NA
"28114","49","3",NA
"28115","48","3",NA
"28116","60","4",NA
"28117","40","3",NA
"28118","52","4",NA
"28119","46","3",NA
"28120","32","3",NA
"28121","43","3",NA
"28122","30","2",NA
"28123","31","2",NA
"28124","35","2",NA
"28125","69","5",NA
"28126","69","5",NA
"28127","69","5",NA
"28128","69","5",NA
"28129","65","5",NA
"28130","74","5",NA
"28131","69","5",NA
"28132","75","5",NA
"28133","54","4",NA
"28134","58","4",NA
"28135","57","4",NA
"28136","59","4",NA
"28137","52","4",NA
"28138","59","4",NA
"28139","60","4",NA
"28140","57","4",NA
"28141","58","4",NA
"28142","53","4",NA
"28143","57","4",NA
"28144","49","4",NA
"28145","45","3",NA
"28146","64","4",NA
"28147","63","4",NA
"28148","70","5",NA
"28149","78","7",NA
"28150","66","5",NA
"28151","39","3",".332"
"28152","31","2",".168"
"28153","29","2",".141"
"28154","34","3",".291"
"28155","32","2",".217"
"28156","30","2",".15"
"28157","28","2",".125"
"28158","42",NA,".624"
"28159","53","4","1.026"
"28160","28","2",".146"
"28161","26","2",".127"
"28162","50","4",".805"
"28163","33","3",".249"
"28164","32","3",".232"
"28165","30","2",".174"
"28166","26","2",".107"
"28167","29","2",".156"
"28168","28","3",".133"
"28169","31","3",".209"
"28170","29","2",".171"
"28171","25","2",".092"
"28172","47","3",".85"
"28173","42","3",".42"
"28174","41","3",".41"
"28175","38","3",".45"
"28176","35","3",".285"
"28177","31","2",".18"
"28178","29","2",".145"
"28179","34","3",".236"
"28180","56","4","1.43"
"28181","39","3",".238"
"28182","30","2",".192"
"28183","39","3",".43"
"28184","33","3",".23"
"28185","32","2",".202"
"28186","29","2",".169"
"28187","47","3",".647"
"28188","46","3",".63"
"28189","44","3",".58"
"28190","39","3",".38"
"28191","34","3",".248"
"28192","31","3",".185"
"28193","29","2",".164"
"28194","30","2",".159"
"28195","27","2",".118"
"28196","25","2",".104"
"28197","23","2",".079"
"28198","53","4","1.15"
"28199","45","3",".63"
"28200","41",NA,".4"
"28201","39","3",".37"
"28202","35","3",".32"
"28203","38","3",".34"
"28204","37","3",".33"
"28205","32","2",".21"
"28206","35","2",".26"
"28207","67","5","2.43"
"28208","60","4","1.6"
"28209","41","3",".506"
"28210","50","4",".88"
"28211","91","8","8.87"
"28212","60","4","1.76"
"28213","61","5","2.01"
"28214","56","4","1.61"
"28215","54","5","1.17"
"28216","54","4","1.314"
"28217","45","3",".689"
"28218","39","3",".433"
"28219","39","3",".431"
"28220","32","3",".206"
"28221","45","3",".65"
"28222","39","3",".373"
"28223","37","3",".343"
"28224","36","3",".305"
"28225","29","2",".149"
"28226","28","2",".147"
"28227","24","2",".094"
"28228","38","3",".43"
"28229","38","3",".47"
"28230","33","2",".213"
"28231","26","2",".115"
"28232","28","2",".129"
"28233","26","2",".105"
"28234","27","2",".119"
"28235","32",NA,".212"
"28236","26","2",".113"
"28237","25","2",".103"
"28238","24","2",".079"
"28239","33","3",".291"
"28240","24","2",".11"
"28241","31","2",".191"
"28242","34","3",".263"
"28243","44","3",".597"
"28244","45","3",".698"
"28245","66","5","2.2"
"28246","50","3",".802"
"28247","62","4","1.84"
"28248","52","4","1.07"
"28249","65","5","2.42"
"28250","71","6","3.64"
"28251","56","4","1.37"
"28252","52","4","1.08"
"28253","55","4","1.08"
"28254","61","4","1.79"
"28255","60","5","1.89"
"28256","53","4","1.15"
"28257","73","6","3.71"
"28258","58","4","1.53"
"28259","63","4","1.92"
"28260","74","5","3.59"
"28261","50","4",".971"
"28262","50","4",".918"
"28263","67","5","2.33"
"28264","89","7","6.5"
"28265","65","5","2.22"
"28266","45","3",".657"
"28267","76","5","3.56"
"28268","40","3",".486"
"28269","75","6","3.52"
"28270","96","8","9.88"
"28271","80","6","5.28"
"28272","69","5","2.92"
"28273","49","4",".865"
"28274","47","4",".762"
"28275","42","3",".607"
"28276","57","4","1.51"
"28277","40","3",".506"
"28278","29","2",".15"
"28279","30","2",".174"
"28280","36","3",".313"
"28281","42","3",".49"
"28282","39","3",".358"
"28283","33","2",".256"
"28284","27","2",".124"
"28285","30","2",".154"
"28286","27","2",".12"
"28287","32","2",".188"
"28288","83","6","5.8"
"28289","80","6","4.62"
"28290","28","2",".149"
"28291","26","2",".114"
"28292","60","4","1.71"
"28293","44","4",".484"
"28294","31","2",".194"
"28295","36","3",".302"
"28296","30","2",".172"
"28297","25","2",".093"
"28298","32","2",".193"
"28299","50","3",".91"
"28300","52","4","1.02"
"28301","44","3",".6"
"28302","46","3",".77"
"28303","37","3",".29"
"28304","29","2",".145"
"28305","35","2",".266"
"28306","41","3",".546"
"28307","28","2",".153"
"28308","49","3",".76"
"28309","72","5","3.06"
"28310","75","5","3.52"
"28311","62","4","1.68"
"28312","61","4","2.15"
"28313","66","5","2.71"
"28314","59","4","1.71"
"28315","63","5","1.92"
"28316","62","4","1.91"
"28317","60","4","1.76"
"28318","59","4","1.54"
"28319","40","3",".418"
"28320","54","4","1.12"
"28321","41","3",".554"
"28322","46","3",".764"
"28323","54","4","1.28"
"28324","48","4",".755"
"28325","44","3",".651"
"28326","43","3",".566"
"28327","63","4","1.92"
"28328","84","6","5.57"
"28329","58","4","1.37"
"28330","48","3",".873"
"28331","53","4","1.24"
"28332","70","5",NA
"28333","45","3",NA
"28334","27","1",NA
"28335","43","2",NA
"28336","51","3",NA
"28337","49","3",NA
"28338","42","2",NA
"28339","26","1",NA
"28340","55","3",NA
"28341","45","3",NA
"28342","26","1",NA
"28343","44","3",NA
"28344","48","3",NA
"28345","44","3",NA
"28346","52","3",NA
"28347","44","2",NA
"28348","57","4",NA
"28349","41","2",NA
"28350","40","2",NA
"28351","43","2",NA
"28352","38","2",NA
"28353","53","4",NA
"28354","66","4",NA
"28355","42","3",NA
"28356","64","4",NA
"28357","47","3",NA
"28358","50","3",NA
"28359","47","3",NA
"28360","56","3",NA
"28361","24","1",NA
"28362","23","1",NA
"28363","45","2",NA
"28364","41","3",NA
"28365","41","2",NA
"28366","45","2",NA
"28367","45","2",NA
"28368","23","1",NA
"28369","45","3",NA
"28370","54","3",NA
"28371","26","1",NA
"28372","27","1",NA
"28373","24","1",NA
"28374","24","1",NA
"28375","25","1",NA
"28376","23","1",NA
"28377","26","1",NA
"28378","30","1",NA
"28379","25","1",NA
"28380","34","2",NA
"28381","29","1",NA
"28382","28","1",NA
"28383","32","1",NA
"28384","26","2",NA
"28385","34","2",NA
"28386","23","1",NA
"28387","24","1",NA
"28388","25","1",NA
"28389","26","1",NA
"28390","25","1",NA
"28391","26","1",NA
"28392","28","1",NA
"28393","14","0",NA
"28394","23","1",NA
"28395","69","4",NA
"28396","45","3",NA
"28397","51","3",NA
"28398","36","2",NA
"28399","45","3",NA
"28400","26","1",NA
"28401","44","3",NA
"28402","27","1",NA
"28403","34","2",NA
